firstname,gender,tokens
sarah,female,"['paid', 'beauti', 'tree', 'far', 'love', 'pictur', 'look', 'like', 'lime', 'green', 'definit', 'realli', 'true', 'greeni', 'put', 'onto', 'bumpi', 'wall', 'paint', 'flat', 'paint', 'think', 'help', 'decal', 'stick', 'better', 'put', 'continu', 'would', 'rub', 'decal', 'onto', 'wall', 'finger', 'first', 'credit', 'card', 'also', 'use', 'hair', 'blower', 'high', 'hot', 'heat', 'make', 'realli', 'stick', 'onli', 'one', 'day', 'stick', 'great', 'look', 'beauti', 'would', 'definit', 'buy', 'take', 'week', 'arriv', 'though', 'worth', 'money', 'love', 'hand', 'drill', 'ship', 'quick', 'seem', 'good', 'qualiti', 'work', 'tough', 'stud', 'struggl', 'beforei', 'use', 'drill', 'bitsb000rh22wa', 'ship', 'quick', 'like', 'one', 'mom', 'use', 'veri', 'date', 'brass', 'fauxwood', 'ceil', 'fan', 'came', 'hous', 'bought', 'ugli', 'tacki', 'sinc', 'expens', 'replac', 'decid', 'give', 'tri', 'took', 'blade', 'tape', 'ceil', 'spray', 'metal', 'part', 'dark', 'grey', 'blade', 'regularnonhamm', 'taup', 'color', 'look', 'awesom', 'love', 'love', 'love', 'painti', 'think', 'mani', 'use', 'stuff', 'dont', 'replacerefinish', 'anyon', 'tri', 'design', 'cabinet', 'prior', 'receiv', 'wide', 'size', 'drawer', 'accord', 'drawer', 'slide', 'rail', 'easili', 'detach', 'slide', 'bodi', 'instal', 'whole', 'assembl', 'function', 'veri', 'smooth', 'onc', 'reassembl', 'havent', 'test', 'capac', 'limit', 'yet', 'dont', 'think', 'ill', 'ever', '100lbs', 'stuff', 'drawer', 'either', 'veri', 'satisfi', 'build', 'cabinet', 'wood', 'shop', 'smooth', 'motion', 'easi', 'instal', 'tri', 'mani', 'time', 'ask', 'sever', 'peopl', 'tri', 'open', 'lock', 'never', 'open', 'combin', 'back', 'ive', 'never', 'issu', 'master', 'lock', 'like', 'befor', 'super', 'disappoint', 'lock', 'wouldnt', 'even', 'open', 'this34thermafoliant34', 'night', 'cream', 'eye', 'cream', 'dermalogica', 'product', 'goodthi', 'fantast', 'alway', 'want', 'thisi', 'massag', 'tsp', 'fresh', 'washeddri', 'skin', 'massag', 'minut', 'skin', 'energ', 'exfoli', 'afterward', 'awesom', 'exfoli', 'soon', 'brush', 'hair', 'becam', 'frizzi', 'mess', 'abl', 'braid', 'hair', 'without', 'brush', 'becaus', 'like', 'human', 'hair', 'item', 'deliv', 'time', 'well', 'packag', 'hair', 'best', 'qualiti', 'textur', 'ok', 'big', 'hair', 'shed', 'lot', 'lot', 'shed', 'made', 'break', 'even', 'wont', 'buy', 'ever', 'read', 'great', 'review', 'look', 'forward', 'big', 'letdown', 'hope', 'veri', 'let', 'use', 'lotion', 'face', 'everi', 'shower', 'especi', 'winter', 'season', 'feel', 'effect', 'cold', 'weather', 'skin', 'itchi', 'day', 'forget', 'mandatori', 'toiletri', 'anyon', 'season', 'dri', 'skin', 'best', 'lotion', 'ever', 'use', 'kuala', 'lampur', 'duo', 'around', 'year', 'daili', 'eyeshadow', 'use', 'lighter', 'shade', 'lid', 'inner', 'corner', 'highlight', 'darker', 'purpl', 'outer', 'corner', 'creas', 'deepen', 'color', 'slight', 'hard', 'see', 'imag', 'pink', 'purpl', 'shimmer', 'shade', 'compliment', 'beauti', 'veri', 'light', 'brown', 'eye', 'look', 'almost', 'yellow', 'green', 'fleck', 'purpl', 'realli', 'make', 'eye', 'stand', 'sinc', 'start', 'wear', 'eyeshadow', 'gotten', 'countless', 'compliment', 'beauti', 'eye', 'look', 'kuala', 'lampur', 'best', 'goto', 'eyeshadow', 'love', 'fast', 'arriv', 'veri', 'surpris', 'origin', 'manufactur', 'box', 'plastic', 'wrap', 'oil', 'wonder', 'seem', 'quick', '2nd', 'bottl', 'continu', 'use', 'throughout', 'first', 'pregnanc', 'awesom', 'stuff', 'year', 'struggl', 'dri', 'acnepron', 'skin', 'moistur', 'tri', 'caus', 'break', 'left', 'face', 'feel', 'oili', 'would', 'wearoff', 'would', 'need', 'reappli', 'throughout', 'day', 'first', 'moistur', 'tri', 'work', 'sensit', 'skin', 'without', 'ani', 'problemsthi', 'product', 'dissolv', 'quick', 'without', 'oili', 'residu', 'leav', 'skin', 'feel', 'soft', 'entir', 'day', 'wash', 'face', 'use', 'product', 'twice', 'day', 'morn', 'night', 'wash', 'face', 'love', 'struggl', 'find', 'good', 'facial', 'moistur', 'would', 'definit', 'recommend', 'product', 'great', 'everyday', 'moistur', 'mask', 'doe', 'help', 'face', 'use', 'four', 'time', 'alreadi', 'notic', 'differ', 'skin', 'appear', 'said', 'messi', 'though', 'clump', 'lot', 'water', 'vinegar', 'work', 'better', 'skin', 'littl', 'dri', '2nd', 'time', 'use', 'compens', 'face', 'lotion', 'good', 'amaz', 'everi', 'review', 'read', 'would', 'buy', 'onli', 'becaus', 'doe', 'seem', 'help', 'ani', 'product', 'tri', 'expect', 'ok', 'use', 'clay', 'mask', 'sever', 'time', 'never', 'help', 'didnt', 'anyth', 'face', 'acn', 'oili', 'sensit', 'acn', 'prone', 'skin', 'burn', 'hell', 'face', 'turn', 'red', 'may', 'work', 'didnt', 'work', 'irrit', 'didnt', 'anyth', 'acn', 'bleach', 'definit', 'doe', 'need', 'lighten', 'quick', 'without', 'provid', 'much', 'damag', 'although', 'believ', 'could', 'lighten', 'littl', 'better', 'overal', 'solid', 'good', 'lighten', 'defenit', 'lighten', 'hair', 'go', 'darker', 'light', 'defenit', 'notic', 'differ', 'current', 'platinum', 'blond', 'hair', 'alway', 'deal', 'dark', 'root', 'sometim', 'correct', 'root', 'veri', 'well', 'sometim', 'doe', 'overal', 'bleach', 'worth', 'buy', 'last', 'long', 'time', 'good', 'bleach', 'stink', 'bad', 'cant', 'even', 'use', 'squirt', 'hand', 'immedi', 'wash', 'smell', 'gave', 'headach', 'smell', 'like', 'old', 'ladi', 'perfum']"
saul,male,"['bought', 'product', 'becaus', 'bum', 'keep', 'go', 'garbag', 'busi', 'red', 'emperor', 'collect', 'medic', 'marijuana', 'dispensari', 'locat', 'tacoma', 'waafter', 'arriv', 'could', 'get', 'screw', 'remot', 'chang', 'code', 'went', 'bought', 'one', 'small', 'jewelri', 'screw', 'driver', 'still', 'rip', 'screw', 'final', 'break', 'order', 'chang', 'codei', 'got', 'instal', 'work', 'perfect', 'soon', 'walk', 'garbag', 'area', 'detect', 'motion', 'feet', 'awaywould', 'definit', 'recommend', 'want', 'scare', 'burglar', 'bum', 'befor', 'damag', 'nice', 'product', 'need', 'leav', 'remot', 'screw', 'looser', 'im', '200too', 'small', 'soft', 'trash', 'one', 'week', 'guess', 'allig', 'skin', 'onli', 'petit', 'peopl', 'soft', 'skin']"
savannah,female,"['dont', 'even', 'work', 'adhes', 'isnt', 'strong', 'veri', 'weakth', 'product', 'stiffen', 'instruct', 'part', 'sticki', 'stuff', 'remain', 'face', 'peel', 'minut', 'veri', 'happi', 'purchas', 'product', 'doesnt', 'work']"
scott,male,"['tip', 'liter', 'last', 'minut', 'disintegr', 'normal', 'solder', 'spend', 'money', 'good', 'iron', 'becaus', 'one', 'crap', 'long', 'last', 'tip', 'although', 'final', 'coat', 'usual', 'turn', 'well', 'found', 'krylon', 'much', 'prone', 'spider', 'web', 'sever', 'similar', 'brand', 'also', 'suscept', 'drip', 'unless', 'object', 'paint', 'specif', 'orient', 'posit', 'job', 'time', 'unless', 'krylon', 'fusion', 'onli', 'paint', 'color', 'want', 'observ', 'would', 'like', 'better', 'rustoleum', 'given', 'option', 'good', 'though', 'better', 'option', 'instal', 'novemb', 'start', 'mid', 'decemb', 'fail', 'turn', 'get', 'lower', 'degre', 'per', 'descript', 'degre', 'much', 'less', 'past', 'night', 'thermostat', 'fail', 'still', 'turn', 'press', 'test', 'light', 'power', 'cabl', 'cabl', 'work', 'onli', 'last', 'one', 'year', 'im', 'sure', 'shank', 'go', 'chuck', 'standard', 'chuck', 'hammer', 'drill', 'went', 'cement', 'floor', 'like', 'butter', 'dont', 'know', 'give', 'credit', 'bit', 'drill', 'im', 'give', 'credit', 'new', 'hammer', 'drill', 'love', 'ive', 'tri', 'drill', 'cement', 'concret', 'befor', 'proper', 'bit', 'standard', 'drill', 'alway', 'bear', 'final', 'broke', 'got', 'drill', 'wow', 'didnt', 'realiz', 'easi', 'drill', 'masonri', 'could', 'super', 'happi', 'im', 'first', 'hammer', 'drill', 'dont', 'proper', 'comparison', 'couldnt', 'imagin', 'drill', 'masonri', 'easier', 'yet', 'made', 'drill', 'cement', 'floor', 'veri', 'simpl', 'work', 'great', 'smell', 'terribl', 'smell', 'like', 'straight', 'gasolin', 'would', 'think', 'could', 'someth', 'work', 'great', 'smell', 'like', 'gasolin', 'soak', 'rag', 'overal', 'wish', 'appli', 'purchas', 'price', 'drill', 'press', 'attach', 'purchas', 'standalon', 'mortis', 'machinewhen', 'mine', 'arriv', 'disappoint', 'fit', 'finish', 'unit', 'hold', 'work', 'piec', 'made', 'cast', 'iron', 'unfortun', 'onli', 'one', 'face', 'machin', 'smooth', 'suppli', 'bolt', 'would', 'slide', 'length', 'slot', 'cast', 'iron', 'work', 'piec', 'holder', 'took', 'unit', 'local', 'machin', 'shop', 'work', 'piec', 'holder', 'remachin', 'ad', 'almost', 'purchas', 'price', 'photo', 'product', 'show', 'nice', 'paint', 'assembl', 'mine', 'unpaint', 'cast', 'ironin', 'use', 'need', 'almost', 'everi', 'cclamp', 'hold', 'firm', 'drill', 'press', 'addit', 'suppli', 'hold', 'hardwar', 'align', 'cutter', 'squar', 'edg', 'work', 'piec', 'almost', 'imposs', 'veri', 'basic', 'need', 'addit', 'machin', 'recent', 'ceil', 'myselfcouldnt', 'done', 'without', 'free', 'hand', 'easi', 'use', 'lightweight', 'wont', 'weigh', 'tool', 'bag', 'work', 'advertis', 'took', 'fair', 'amount', 'time', 'deliveri', 'easi', 'instal', 'work', 'well', 'last', 'six', 'month', 'look', 'good', 'work', 'good', 'heavi', 'power', 'unit', 'replac', 'origin', 'builder', 'junki', 'unit', 'last', 'year', 'follow', 'instal', 'work', 'veri', 'well', 'continu', 'work', 'problem', 'next', 'year', 'fail', 'quick', 'metal', 'hous', 'bottom', 'rust', 'connect', 'point', 'screw', 'water', 'drip', 'rust', 'area', 'rather', 'small', 'drip', 'problem', 'first', 'way', 'fix', 'leak', 'get', 'wors', 'certain', 'damag', 'ani', 'wood', 'sink', 'begin', 'stink', 'mold', 'replac', 'onli', 'solut', 'design', 'problem', 'unit', 'way', 'expens', 'work', 'year', 'im', 'start', 'think', 'realiti', 'crap', 'qualiti', 'applianc', 'sold', 'day', 'kitchen', 'applianc', 'longer', 'built', 'last', 'year', 'anymor', 'day', 'gone', 'next', 'unit', 'cheap', 'one', 'know', 'replac', 'yearsmi', 'recommend', 'save', 'money', 'work', 'great', 'year', 'leak', 'fail', 'bosch', 'edg', 'guid', 'provid', 'solid', 'feel', 'good', 'control', 'use', 'need', 'rememb', 'pull', 'tight', 'work', 'piec', 'may', 'wander', 'line', 'bitth', 'prter', 'cabl', 'biscut', 'cutter', 'good', 'solid', 'tool', 'provid', 'accur', 'cut', 'point', 'still', 'learn', 'curv', 'itbosch', 'quick', 'chang', 'templat', 'needless', 'buy', 'use', 'summari', 'purchas', 'tool', 'use', 'drill', 'press', 'full', 'extent', 'review', 'initi', 'impress', 'receiv', 'put', 'togeth', 'tri', 'first', 'time', 'intend', 'come', 'back', 'review', 'onc', 'ive', 'use', 'whileyou', 'note', 'first', 'review', 'sound', 'strang', 'sinc', 'order', 'great', 'deal', 'thing', 'amazon', 'realli', 'first', 'time', 'ive', 'realli', 'want', 'say', 'someth', 'product', 'heresom', 'review', 'mention', 'drill', 'press', 'damag', 'dure', 'ship', 'experi', 'well', 'dont', 'know', 'fault', 'ship', 'compani', 'fault', 'guy', 'packag', 'packag', 'consist', 'noth', 'layer', 'cardboard', 'pad', 'larger', 'box', 'onc', 'start', 'open', 'thing', 'see', 'alright', 'found', 'one', 'bent', 'loos', 'screw', 'fortun', 'dont', 'think', 'need', 'm5', 'bolt', 'secur', 'chuck', 'drill', 'miss', 'luckili', 'hardwar', 'store', 'exact', 'size', '08x20', 'lot', 'washer', 'scatter', 'around', 'packag', 'didnt', 'bag', 'begin', 'withalso', 'part', 'came', 'assembl', 'alreadi', 'suppos', 'need', 'assembl', 'accord', 'guid', 'part', 'need', 'assembl', 'list', 'guid', 'hard', 'figur', 'though', 'lot', 'greas', 'everywher', 'someth', 'im', 'use', 'chines', 'toolsonc', 'setup', 'thing', 'look', 'great', 'feel', 'pretti', 'sturdi', 'enough', 'torqu', 'im', 'also', 'larger', 'think', 'dont', 'alreadi', 'similar', 'drill', 'presslast', 'noteold', 'newer', 'review', 'alik', 'report', 'problem', '34the', 'ship', 'process34', 'drill', 'press', '34ship', 'process34', 'mean', 'drill', 'press', 'get', 'good', 'beat', 'take', 'one', 'chuckhol', 'befor', 'arriv', 'flimsi', 'cardboard', 'coffin', 'get', 'whi', 'peopl', 'dont', 'want', 'return', 'either', 'imposs', 'repack', 'everi', 'piec', 'styrofoam', 'board', 'break', 'tri', 'move', 'ive', 'eaten', 'stale', 'matzah', 'bread', 'stronger', 'although', 'styrafoam', 'get', 'win', 'tast', 'better', 'im', 'sure', 'also', 'spent', 'probabl', 'time', 'took', 'set', 'drill', 'press', 'clean', 'littl', 'styrofoam', 'ball', 'floor', 'drill', 'pressthat', 'last', 'part', 'suppos', 'funni', 'asid', 'hyperbol', 'im', 'kiddingend', 'review', 'new', 'old', 'comment', 'seem', 'state', 'issu', 'problem', 'alway', 'use', 'noth', 'conair', 'product', 'love', 'hair', 'product', 'would', 'recommend', 'product', 'absolut', 'conair', 'best', 'product', 'love', 'stuff', 'onli', 'product', 'keep', 'eczema', 'control', 'dri', 'winter', 'condit', 'bit', 'pricey', 'swear', 'stuff', 'great', 'product', 'us', 'skin', 'problem', 'good', 'supplement', 'take', 'v8', 'hide', 'tast', 'get', 'anoth', 'veggi', 'serv', 'take', 'daili', 'assur', 'get', 'green', 'veggi', 'need', 'otherwis', 'dont', 'get', 'good', 'supplement', 'remark', 'mani', 'chemic', 'consum', 'modern', 'societi', 'product', 'like', 'alway', 'exist', 'sensit', 'skin', 'pay', 'pretti', 'close', 'attent', 'hair', 'health', 'tell', 'im', 'better', 'use', 'one', 'silli', 'bar', 'soap', 'everyth', 'ever', 'use', 'expens', 'veri', 'specif', 'productsa', 'coupl', 'natur', 'ingredi', 'unnecessari', 'beautifi', 'love', 'dirt', 'brown', 'effect', 'cleans', 'without', 'dryingwhat', 'could', 'want', 'bar', 'soap', 'need']"
scotty,male,"['tri', 'sever', 'hair', 'tonic', 'year', 'one', 'simpli', 'best', 'unlik', 'tonic', 'one', 'actual', 'hold', 'hair', 'place', 'purchas', 'best', 'tonic', 'market']"
sean,male,"['nice', 'sander', 'feel', 'good', 'complaint', 'bad', 'littl', 'silli', 'fill', 'extrem', 'quick', 'didnt', 'know', 'whi', 'would', 'ever', 'want', 'adjust', 'speed', 'save', 'buck', 'got', 'one', 'variabl', 'speed', 'dewalt', 'nice', 'sander', 'dispos', 'insul', 'glove', 'work', 'didnt', 'work', 'glove', 'elast', 'cuff', 'therefor', 'kept', 'slide', 'work', 'glove', 'didnt', 'work', 'ok', 'well', 'think', 'underground', 'water', 'system', 'like', 'river', 'know', 'water', 'qualiti', 'constant', 'chang', 'one', 'season', 'next', 'consid', 'test', 'least', '2x', 'year', 'test', 'check', 'basic', 'keep', 'affordablei', 'deep', 'well', 'water', 'soften', 'whole', 'hous', 'filterbi', 'water', 'tank', 'filter', 'lot', 'black', 'metal', 'crap', 'revers', 'osmos', 'system', 'drink', 'water', 'basic', 'fridg', 'filter', 'come', 'refriger', 'even', 'still', 'concern', 'drink', 'water', 'mayb', 'fear', 'ro', 'system', 'get', 'old', '14year', 'fear', 'bacteria', 'septic', 'leach', 'well', 'fact', 'water', 'didnt', 'tast', 'good', 'year', 'smelli', 'terribl', 'tastingjust', 'good', 'befor', 'biggest', 'concern', 'high', 'concentr', 'metal', 'bacteria', 'long', 'exposur', 'could', 'give', 'long', 'list', 'health', 'issu', 'good', 'luck', 'doctor', 'figur', 'caus', 'ani', 'symptom', 'kit', 'test', 'bacteria', 'lead', 'pesticid', 'nitrat', 'ph', 'hard', 'chlorineumwhi', 'chlorin', 'test', 'well', 'test', 'kit', 'mayb', 'treat', 'well', 'copper', 'iron', 'test', 'negat', 'good', 'feelingfor', 'interest', 'enough', 'water', 'soft', 'low', 'ph', 'caus', 'leach', 'copper', 'lead', 'pipe', 'also', '34differ', 'flavor34', 'drink', 'water', 'fact', 'low', 'ph', 'acid', 'get', 'water', 'soften', 'servic', 'im', 'veri', 'glad', 'pesticid', 'test', 'negat', 'toother', 'acr', 'old', 'farm', 'land', 'across', 'well', 'use', 'hay', 'know', 'grew', 'spray', 'year', 'ago', 'overal', 'basic', 'test', 'rais', 'flag', 'issu', 'spend', 'big', 'buck', 'extens', 'test', 'rememb', 'water', 'qualiti', 'alway', 'chang', 'well', 'dude', 'charg', 'big', 'buck', 'point', 'fact', 'hes', 'test', 'simpl', 'test', 'well', 'waternot', 'extens', 'good', 'enough', 'good', 'product', 'overal', 'veri', 'use', 'monitor', 'electr', 'need', 'like', 'voltag', 'amp', 'watt', 'etc', 'even', 'show', 'power', 'factor', 'know', 'meanshowev', 'question', 'safeti', 'qualiti', 'product', 'back', 'list', 'rate', '15a', 'howev', 'unit', '34melted34', 'use', 'applianc', 'draw', 'onli', '12a', 'well', 'limit', 'surpris', 'see', 'melt', 'melt', 'mean', 'plastic', 'around', 'around', 'hot', 'receptacl', 'scorch', 'burn', 'chang', 'shape', 'thus', '34melted34in', 'fact', 'one', 'serious', 'incid', 'onli', 'unit', 'melt', 'power', 'receptacl', 'attach', 'also', 'melt', 'get', 'replac', 'thank', 'fire', 'start', 'quit', 'alarmingi', 'think', 'use', 'lower', 'amp', 'devic', 'meter', 'work', 'fine', 'would', 'veri', 'wari', 'use', 'monitor', 'anyth', 'high', 'amperag', 'ani', 'extend', 'length', 'time', 'unit', 'melt', 'potenti', 'fire', 'hazard', 'overal', 'good', 'product']"
sebastian,male,"['cartridg', 'pictur', 'moen', 'evidenc', 'letter', 'barrel', 'one', 'receiv', 'letter', 'fail', 'within', 'month', 'good']"
serena,female,"['expect', 'noth', 'said', 'overal', 'never', 'buy', 'dont', 'buy', 'doesnt', 'work']"
sergio,male,"['best', 'price', 'top', 'brand', 'tool', 'look', 'diffrant', 'place', 'tool', 'everyon', 'want', 'good', 'deal', 'amazon', 'pleas', 'futur', 'purchas', 'identif', 'packag', 'laboratorio', 'liomont', 'sa', 'de', 'cv', 'sergio', 'flore', 'becaus', 'problem', 'identif', 'shipment', 'becaus', 'identifi', 'onli', 'laboratorio', 'liomont', 'sa', 'de', 'cvthank', 'advanc', 'identif', 'packag', 'dhl', 'buy', 'amazon', 'actual', 'receiv', 'gift', 'one', 'favorit', 'cologn', 'current', 'review', 'say', 'smell', 'like', 'tireim', 'sure', 'kind', 'car', 'drive', 'sure', 'smell', 'noth', 'like', 'ani', 'tire', 'ive', 'come', 'across', 'say', 'either', 'love', 'hate', 'far', 'everyon', 'compliment', 'ask', 'dont', 'think', 'love', 'hate', 'thing', 'definit', 'great', 'night', 'town', 'love', 'cologn']"
seth,male,"['instal', 'hardwood', 'floor', 'start', 'separ', 'work', 'like', 'champ', 'great', 'purchas', 'price', 'great']"
sharen,female,"['great', 'peopl', 'cant', 'see', 'veri', 'well', 'one', 'sever', 'year', 'lost', 'bought', 'anoth', 'great']"
sharon,female,"['well', 'made', 'come', 'differ', 'size', 'good', 'buygood', 'home', 'project', 'craft', 'work', 'stanley', 'standard', 'flute', 'screwdriv', 'set', '6piec', 'realli', 'like', 'thesether', 'pretti', 'strong', 'draft', 'door', 'took', 'care', 'cut', 'fit', 'width', 'door', 'wasnt', 'hard', 'dogood', 'price', 'keep', 'draft', 'fenc', 'easi', 'instal', 'builtin', 'measur', 'tape', 'precis', 'resaw', 'high', 'recommend', 'best', 'bandsaw', 'fenc', 'marketworth', 'everi', 'penni', 'work', 'pretti', 'well', 'firm', 'hope', 'better', 'result', 'think', 'cost', 'littl', 'high', 'consid', 'size', 'firm', 'serum', 'seem', 'work', 'pretti', 'well', 'soap', 'come', 'larg', 'bar', 'like', 'hate', 'smell', 'usual', 'buy', 'unscent', 'soap', 'time', 'dont', 'like', 'soap', 'near', 'much', 'one', 'bought', 'previous', 'local', 'vendor', 'dont', 'like', 'smell', 'run', 'small', 'groom', 'shop', 'groom', 'breed', 'coat', 'style', 'dog', 'cat', 'small', 'great', 'deliv', 'silki', 'soft', 'glow', 'coat', 'gotten', 'lot', 'compliment', 'canin', 'coat', 'sinc', 'switch', 'shampoo', 'great', 'price', 'love', 'arent', 'quit', 'capabl', 'take', 'beat', 'cotton', 'round', 'thingi', 'incred', 'soft', 'gentl', 'great', 'take', 'eye', 'makeup', 'swipe', 'toner', 'across', 'skin', 'dont', 'recommend', 'let', 'say', 'sew', 'dress', 'buy', 'make', 'dress', 'im', 'sure', 'advic', 'valuabl', 'anyway', 'mmmm', 'soft', 'mmmmm', 'soft', 'bought', 'best', 'friend', 'birthday', 'favorit', 'love', 'pleas', 'came', 'time', 'manner', 'live', 'hawaii', 'smell', 'divin', 'use', 'contour', 'sinc', 'zero', 'shimmer', 'use', 'real', 'techniqu', 'giant', 'powder', 'brush', 'appli', 'work', 'perfect', 'face', 'doesnt', 'look', 'dirti', 'one', 'bit', 'veri', 'easi', 'use', 'heavi', 'hand', 'though', 'use', 'littl', 'time', 'build', 'need', 'definit', 'repurchas', 'also', 'big', 'thank', 'seller', 'packag', 'right', 'way', 'ive', 'order', 'compact', 'broken', 'powder', 'everywher', 'smell', 'like', 'heaven', 'love', 'smellpiti', 'husband', 'cant', 'even', 'notic', 'minut', 'laterwhoosh', 'catch', 'short', 'whiff', 'evapor', 'goneappar', 'commerci', 'fragranc', 'made', 'without', 'natur', 'oil', 'one', 'take', 'cake', 'fragranc', 'doesnt', 'last', 'purchas', 'becaus', 'love', 'chantilli', 'mix', 'unscent', 'powder', 'make', 'last', 'longer', 'becaus', 'doe', 'cost', 'perfect', 'chantilli', 'powder', 'ok', 'see', 'mani', 'result', 'would', 'order', 'advis', 'anyon', 'face', 'cream', 'start', 'use', 'product', 'befor', 'christma', 'told', 'look', 'least', 'year', 'youngermi', 'sister', 'use', 'month', 'look', 'amaz', 'amaz', 'love', 'littl', 'conair', 'hair', 'dryer', 'replac', 'small', 'one', 'gave', 'friend', 'exact', 'model', 'like', 'better', 'give', 'maltes', 'bath', 'week', 'trip', 'groomer', 'work', 'well', 'onli', 'use', 'week', 'hope', 'last', 'long', 'favorit', 'blow', 'dryer', 'conair', 'year', 'ad', 'review', 'becaus', 'wrote', 'first', 'part', 'onli', 'dryer', 'coupl', 'week', 'month', 'still', 'love', 'hair', 'dryer', 'origin', 'intend', 'onli', 'use', 'dryer', 'travel', 'use', 'exclus', 'lightweight', 'power', 'short', 'hair', 'dont', 'know', 'would', 'work', 'long', 'hair', 'love', 'think', 'order', 'anoth', 'one', 'case', 'discontinu', 'one', 'love', 'conair', 'onc', 'smell', 'fresh', 'gardenia', 'know', 'smell', 'like', 'lotion', 'isnt', 'even', 'close', 'return', 'immedi', 'good', 'smell', 'nice', 'design', 'reason', 'footprint', 'cord', 'dual', 'side', '10x', '1x', 'magnif', 'mirror', 'spin', 'degre', 'use', 'ani', 'view', 'angl', 'even', 'got', 'use', 'extra', 'outlet', 'base', 'sell', 'replac', 'bulb', 'ever', 'need', 'one', 'though', 'wasnt', 'obvious', 'take', 'thing', 'apart', 'bulb', 'fluoresc', 'im', 'general', 'thrill', 'bought', 'dont', 'recal', 'led', 'light', 'popular', 'avail', 'today', 'bright', 'fluoresc', 'wouldnt', 'ever', 'claim', 'replic', 'natur', 'sunlighthowev', 'biggest', 'complaint', 'swivel', 'mirror', 'tighten', 'set', 'spin', 'freeli', 'doesnt', 'alway', 'stay', 'want', 'time', 'balanc', 'act', 'isnt', 'adjust', 'fix', 'posit', 'tighten', 'axi', 'also', 'goe', 'tilt', 'hoe', 'entir', 'head', 'piec', 'one', 'day', 'whole', 'top', 'flop', 'smack', 'counter', 'glass', 'chip', 'could', 'definit', 'hear', 'bulb', 'insid', 'complet', 'shatter', 'bitsif', 'could', 'set', 'price', 'think', 'would', 'appropri', 'given', 'featur', 'overal', 'qualiti', 'origin', 'paid', 'last', 'year', 'dont', 'like', 'enough', 'buy', 'model', 'nice', 'design', 'featur', 'great', 'qualiti', 'buy', 'product', 'like', 'put', 'alcohol', 'hair', 'huge', 'wast', 'money', 'f', 'wast', 'money', 'whole', 'lotta', 'product', 'appear', 'fact', 'glycerin', 'im', 'sure', 'kind', 'respons', 'glycerin', 'task', 'purpos', 'doe', 'fine', 'bush', 'band', 'wrote', 'song', 'prais', 'love', 'rainbow', 'research', 'henna', 'use', 'past', 'month', 'color', 'hair', 'pretti', 'reddish', 'auburn', 'becaus', 'long', 'hair', 'wonder', 'condition', 'need', 'reappli', 'everi', 'month', 'prevent', 'root', 'show', 'decid', 'buy', 'larger', 'quantiti', 'oz', 'packag', 'figur', 'would', 'last', 'much', 'longer', 'wouldnt', 'run', 'everi', 'month', 'get', 'appear', 'mistak', 'even', 'know', 'descript', 'say', 'new', 'certain', 'origin', 'packag', 'henna', 'arriv', 'doubl', 'bag', 'two', 'ziploc', 'bag', 'rainbow', 'research', 'pamphlet', 'sticker', 'say', '34new34', 'veri', 'comfort', 'sight', 'high', 'disappoint', 'especi', 'becaus', 'thought', 'reput', 'elig', 'amazon', 'prime', 'look', 'henna', 'consist', 'usual', '4oz', 'packag', 'littl', 'bit', 'nervous', 'use', 'next', 'round', 'color', 'without', 'origin', 'seal', 'never', 'know', 'go', 'actual', 'get', 'next', 'time', 'take', 'time', 'buy', 'local', 'seller', 'even', 'onli', 'get', 'standard', 'oz', 'packag', 'wind', 'cost', 'rather', 'certain', 'get', 'product', 'paid', 'especi', 'come', 'hair', 'great', 'product', 'sure', 'oz', 'packag', 'p', 'coast', 'partner']"
